id,nome,cidade,total_pedidos,valor_medio,horario,nps
65b3bd69-d59b-4c99-b473-a6ca1a0e53fa,Joseph Russo,Batesmouth,0,0.00,manhã,0
66d32b05-9670-4633-ae9a-1d4815ebd0d0,Tammy Hayes,East Susan,0,0.00,manhã,0
520bf9ad-a579-4798-ab08-3a46c5273f39,Denise Wyatt,East Christopherfurt,0,0.00,manhã,0
bd4822f0-15d1-4035-91a1-eca0d4df5850,Patricia Love,North Denise,0,0.00,manhã,0
f982f79b-8c33-4ca0-8ad5-77c91bfa46e5,Dennis Moran,Kellychester,0,0.00,manhã,0
daff1859-9864-44dc-9f62-6435919972c6,Amanda Mills,Johnburgh,0,0.00,manhã,0
93698b4e-34ff-4be2-9af6-d37ac03f6f8f,Cheryl Taylor,Snydermouth,0,0.00,manhã,0
204a7f27-6279-4111-bcc4-81a3cac0b367,Johnny Chavez,Frankshire,0,0.00,manhã,0
8a61aa8a-c10f-4fb5-9a11-c462845526a2,Vincent Villarreal,North Heather,0,0.00,manhã,0
46e8898b-3da3-4ad1-b7bc-ca77f69fc2d0,Paul Molina,Port Sarahhaven,0,0.00,manhã,0
c7a7e9de-b0ed-4097-9764-244d8e389563,Lisa Johnson,Drakeland,0,0.00,manhã,0
24e9a2b6-4e22-4b51-924e-755412de7046,Roy Patel,Candiceland,0,0.00,manhã,0
cf390a56-847a-41fa-9b8e-2a1371afe772,Whitney Mills,Watsonport,0,0.00,manhã,0
3ecb56f6-7a97-41d5-b1f0-99465245a82a,Anna Cummings,Pereztown,0,0.00,manhã,0
285625f2-8284-4ad2-9767-f63e995887e0,Rachel Porter,Johnchester,0,0.00,manhã,0
299e31d4-d179-4efc-825a-1040e31c8b84,Deborah Mitchell,Lesliehaven,0,0.00,manhã,0
cc509255-b483-4c3f-a4da-1a57ebfa1166,Ashley Herman,Richardtown,0,0.00,manhã,0
74b537e6-5a0c-454a-9d07-6330cf3c5b01,Melissa Owen,Matthewsberg,0,0.00,manhã,0
6b88a606-a8e4-4759-a724-00814e9b90e8,Maria Henderson,South Mario,0,0.00,manhã,0
06e0f9af-75f8-4e0e-84a0-1e4edb0133d6,Christine Anderson,North Brandonbury,0,0.00,manhã,0
f7c19c6c-11bd-4235-99fe-9bce39fc8af6,Alexander Abbott,Bakerton,0,0.00,manhã,0
28b5aba2-0699-482a-a315-8c3cf1e8da58,Kristen Yang,Lake Patrickstad,0,0.00,manhã,0
eae32654-03e1-4e47-8f6d-a6aa430bfca4,Mark Irwin,North Angie,0,0.00,manhã,0
bcac8c29-317b-4b51-825b-b779098c7e76,Anna Burke,Houstonbury,0,0.00,manhã,0
e778cd8d-59a9-440c-9318-ac7801b55b58,Wanda Henderson,West Noah,0,0.00,manhã,0
70a7320c-6738-4400-b5fc-d35394cd5ae3,Ronnie West,Johnsonton,0,0.00,manhã,0
e7bc5f0c-104c-4872-bcb9-c11d67c66474,Anna Rich,Ralphchester,0,0.00,manhã,0
aa8726cc-50ed-4cd4-9de7-62d6de11ead6,Rachel Carter,Morrischester,0,0.00,manhã,0
4bc910d8-d1f2-496d-9f46-d6c5f5d2e638,Lisa Richards,Davidsonside,0,0.00,manhã,0
658cb721-bd39-418f-8c6e-f895d8ac260b,Margaret Gutierrez,West Wayne,0,0.00,manhã,0
5400d477-0a18-4711-8761-f9a188b801f3,Jacob Williams,New Jeremyview,0,0.00,manhã,0
8e4452e1-dae7-427b-b703-e6af014038b0,Robert Stokes,Lake Mark,0,0.00,manhã,0
118e36f6-a986-4019-8c59-8cbe4b744054,Brittany Dawson,Nathanbury,0,0.00,manhã,0
d4f7a352-9144-4ab5-b09e-1ec0a866a29a,Donald Gordon,Port Michaelberg,0,0.00,manhã,0
7cf2eff7-b8de-4e0f-8c84-14ca2fe4ab21,Emily Arroyo,West Sean,0,0.00,manhã,0
e16987ad-d6b9-4bda-aee1-f11abf5009da,Elizabeth Smith,Hallville,0,0.00,manhã,0
878e9566-61c9-4c27-ad21-02d1dc2bee08,Tyler Reese,Lake Diane,0,0.00,manhã,0
c29e8320-678c-4cba-ac4f-416841d7b582,Alex Allen,North Robertview,0,0.00,manhã,0
10014a7d-b39c-464c-af70-dbbb61f295c9,Duane Bowman,Port Toddstad,0,0.00,manhã,0
58d9c990-2a9f-401e-9e31-555047ff8400,Wendy Harvey,Schmidtburgh,0,0.00,manhã,0
7c088627-ca87-4071-9b32-1b9060a5f9c4,Michael Cochran,Curtisborough,0,0.00,manhã,0
2483cf7e-fcfd-4494-885c-a73b5a977cf5,Ellen Schneider,West Warren,0,0.00,manhã,0
3f95267a-363a-4e1c-a6e4-688af4a07b5a,Sally Williams,Nelsonville,0,0.00,manhã,0
b047023e-43db-4643-8e2e-136f42a19bfc,Alisha Johnson,Port Jonathan,0,0.00,manhã,0
d7e55954-99a3-49ae-8a1d-f8cffb611662,Monica Blake,Port Bobbymouth,0,0.00,manhã,0
bbb159e8-0ea3-44e3-a8ef-6e187347024f,Carol Rivera,East Williamstad,0,0.00,manhã,0
ee27a6e2-d156-4d69-b9d4-d10ff69d97fc,Jeremy Padilla,Swansonton,0,0.00,manhã,0
e5069481-e165-411e-96e7-688a0d0aad89,Carol Stephens,Lake Hunterfort,0,0.00,manhã,0
de42011b-4d1d-4161-bfbe-9386f2ef2729,Eric Strickland,Ericburgh,0,0.00,manhã,0
49f05474-bed2-4fa2-9559-4fa5288c379b,Jason Owens,Ericberg,0,0.00,manhã,0
9d4c9c76-0ad5-44f8-b458-002167b742f6,Joseph Rich,Diazburgh,0,0.00,manhã,0
2046fc8c-e280-4024-a5bb-338557762679,Thomas Lane,Davidview,0,0.00,manhã,0
67df9a92-58b9-4dbe-81bd-f535c10d1d68,Kristi Gallegos,Woodardburgh,0,0.00,manhã,0
8bd48b94-15f0-4312-922a-573fa1e9f232,Jennifer Whitney,Lake Phyllischester,0,0.00,manhã,0
21a2b674-fd44-4960-9232-4cbd31e6556c,Tracy Hernandez,North Debbiestad,0,0.00,manhã,0
217e4ea7-bde5-407c-bd90-5a51b1170b80,Stacey Wilson,South Christopher,0,0.00,manhã,0
e98ace7b-06f7-4016-bc23-f50f6eac72d1,Sherry Wilson DVM,Christopherport,0,0.00,manhã,0
2e64dd1f-005c-421f-ab8d-4fd854fb0b0a,Theresa Grant,Craigview,0,0.00,manhã,0
95ec5d11-2b50-41a4-8b2a-0e1abbc457f0,Mrs. Diana Sandoval,Harrisborough,0,0.00,manhã,0
c14facf7-2f3b-4ad6-9b23-ba78d3273209,Alexa Cox,Bradleychester,0,0.00,manhã,0
4a7bc3e0-fffc-458a-a39b-a801c70d0db5,Justin Perez,Perkinschester,0,0.00,manhã,0
23b9e959-01ec-4acb-9efb-3c9ea8a80133,Gregory Howell,West Davidberg,0,0.00,manhã,0
164108a3-0bc1-4cf8-8f2c-b6957a35521c,Benjamin Espinoza,New Charles,0,0.00,manhã,0
5d38d577-afcc-4aa3-9eb2-fea22789d421,Sarah Meadows,North Elizabethmouth,0,0.00,manhã,0
420b5535-93da-4e4c-bcbd-8c93a0465685,Janet Knight,New Lauramouth,0,0.00,manhã,0
3cd6ab3f-a0bc-4b5f-bcd2-37a769d192e2,Chelsea Christensen,Bradshawfort,0,0.00,manhã,0
2281001a-3be2-4f5d-9a15-9d59514cdb27,Tamara Morales,Muellerton,0,0.00,manhã,0
ca86160e-4d28-4469-a877-e826e8111ad9,Jennifer Hernandez DVM,Singhton,0,0.00,manhã,0
c00a2f9b-575a-40bc-965a-8215356b0070,James Wright,West Justinhaven,0,0.00,manhã,0
25048688-7190-471c-9d1b-27aeb0b98caf,Angela Andrews,Barnesview,0,0.00,manhã,0
85cc0fab-defe-4ae8-828f-d5683607cde9,Melinda Hall,East Aaronchester,0,0.00,manhã,0
43fde83e-1373-46fa-bd30-cf1a0f73aa01,Lynn Cole,New Michelle,0,0.00,manhã,0
5a7f54f7-5696-4101-bb08-2b2ccc69cf71,Erin Shaw,Lisastad,0,0.00,manhã,0
e6f56fa3-149e-43fa-9737-730ca2ac5b15,John Brown,Randallberg,0,0.00,manhã,0
cfc27733-c978-4dff-b7e5-92b9bb862fe8,Kevin Perez,Sarahview,0,0.00,manhã,0
0dc6b006-05a4-445c-b136-cf91d7406048,Benjamin Logan,South Roberthaven,0,0.00,manhã,0
aa6da25e-ba85-4bf7-8cad-700fa8de5e44,Jennifer Morales,West Ann,0,0.00,manhã,0
6b585676-1600-418d-9d7b-0f7972afb2c1,Tracy Jefferson,West Johnshire,0,0.00,manhã,0
b84b5b19-b030-4f79-8034-3cf29afe4a79,Kristin Gill,West Mary,0,0.00,manhã,0
63b8339d-a2f8-4303-80d2-321a323d6856,Angela Solis,Port Dana,0,0.00,manhã,0
c39c6428-6e6d-4490-8b4b-bdf3f8548afe,Christopher Wiggins,North Kelly,0,0.00,manhã,0
636639b7-b914-494f-973a-6d91c827e2f0,Kelsey Montgomery,Lake Mariachester,0,0.00,manhã,0
a0b4b565-5998-4b42-8556-af394d6b2e7a,Bradley Raymond,Marissaton,0,0.00,manhã,0
ce6647e3-c3c8-4ee4-b227-04cd56bbad41,Susan Lee,Port Breannatown,0,0.00,manhã,0
4fe9eea8-cdcd-40eb-8709-c70b9e2b375c,Emma Jones,North Michaelmouth,0,0.00,manhã,0
de4ee7d0-5146-4108-9ba0-d6b81bee3721,Brittany Moore,Mooreville,0,0.00,manhã,0
e451cc0f-f43c-4371-9f02-f3ff5c883e11,Edwin Atkinson,Knoxberg,0,0.00,manhã,0
14afe102-4dab-4fc5-a7a7-bc2ceb2e6626,Richard Harrison,Cordovachester,0,0.00,manhã,0
c98f31b7-be92-4449-b794-5cf5c6b6613d,Patricia Pierce,North Paul,0,0.00,manhã,0
e47907de-7d83-4cac-b72b-0529a59227d9,Robert Aguilar,Victorton,0,0.00,manhã,0
db5cf0c5-ab13-4f3a-8192-a75f55950136,Brandy Logan,Port Joel,0,0.00,manhã,0
bcfdc77a-f334-44b9-bf2d-bdbbd0263347,Erik Norton,Lake Kristin,0,0.00,manhã,0
13945bb7-55cb-478b-9256-43e65c302ee8,Joseph Wu,Samanthafurt,0,0.00,manhã,0
1860345c-9250-4100-a686-91066a144638,Andrew Bruce,Lake Rebecca,0,0.00,manhã,0
f812431e-63ae-4c91-b7b6-710700eafaee,Barbara Benson,Hurstshire,0,0.00,manhã,0
1ba91478-403e-4337-a133-67224d724201,Timothy Castro,East William,0,0.00,manhã,0
004a295a-315b-4732-bedf-9084e8112be1,Michael Rios,North Tanyaberg,0,0.00,manhã,0
a17f5749-64cb-422f-a135-3226f544c58d,Anne Dominguez,Samanthastad,0,0.00,manhã,0
c6bd6d4f-6e72-4dd8-9420-7af04e48c3bc,Mary Benitez,Thomaston,0,0.00,manhã,0
a6eb0e3b-ecba-4fce-9594-03c5ac29f430,Briana Cain,Port Amanda,0,0.00,manhã,0
d73474d9-d9d3-46c0-9cb6-8ecb8c8049c6,Brianna Robinson,Burnschester,0,0.00,manhã,0
f80f4ecf-c514-45bc-a88e-5074b365c57a,Shelia Perry,East Mark,0,0.00,manhã,0
dc0c9434-5137-4995-8c3c-7f67b67eb6a3,Elizabeth Reyes,Laurabury,0,0.00,manhã,0
86408e04-1489-4a13-b5ee-ab63bea83370,Susan Larsen,New Christopherfurt,0,0.00,manhã,0
f91e538a-f408-47fe-a128-c5f7c132b8db,Abigail Dominguez,West Rhonda,0,0.00,manhã,0
cf667d8d-494c-48a1-b0e9-6e004186ead3,Rebecca Cobb,Stephentown,0,0.00,manhã,0
e123703a-a7d8-4b4f-99e5-348dda32d673,Mark West,Deborahland,0,0.00,manhã,0
82dd7974-7a90-4ae7-b05d-7a153a045a79,Cynthia Flores,East Baileyland,0,0.00,manhã,0
e5a992f2-c35f-4bb2-9dbc-9d69f2a7db0c,Debra Miller,Valerieberg,0,0.00,manhã,0
ae7f2829-53c7-4c82-b3b2-4237ece216eb,Hailey Smith,Lake Victor,0,0.00,manhã,0
c4b94b21-f071-406c-98d4-450211afb43f,Jason Perry,Mitchellfort,0,0.00,manhã,0
769a39cc-7ca5-4198-886b-7fff0e25ae95,Craig Jones,Barnesville,0,0.00,manhã,0
4f6756a2-a9c7-490e-aecf-7abb9fd145c1,Robert Ross II,Maryville,0,0.00,manhã,0
9dd58000-39d0-42fa-a642-f1db688546d8,Jonathan Pitts,South Austinside,0,0.00,manhã,0
24a0fc47-5ee7-4097-bcd1-37ede8864f21,Jesus Taylor,Kellyton,0,0.00,manhã,0
9bd01592-8acf-44f5-a0ca-8c923f109539,Frank Chan,Schmittport,0,0.00,manhã,0
d5bad7a9-c2bd-47cc-90b3-d7a08a8eae9c,Jonathan Gonzalez,Lake Valerieport,0,0.00,manhã,0
ea2effd2-eb33-4649-9161-a408d4dbae2e,Karen Patrick,Davidchester,0,0.00,manhã,0
8200103e-73d0-4631-83b2-f75efbc7c840,Alejandra Harris,New Robert,0,0.00,manhã,0
0e7dcbc2-ef48-4e19-99fe-beda14f31ef9,Sarah Cruz,Russellport,0,0.00,manhã,0
d5e6c936-c6ef-498c-8c8a-c009f0481d65,Diana Daniel,Janiceview,0,0.00,manhã,0
16eaac18-eeae-4124-80f1-560cb1fd0282,Lisa Cook,Stephanieport,0,0.00,manhã,0
40570d2b-ccd5-48f2-b57b-3f85ea39821a,Mark Cruz,Roachchester,0,0.00,manhã,0
eae544fe-9f95-4b8e-a2d1-fab8be8c4af5,Tanya Richardson,Port Jamesland,0,0.00,manhã,0
494b7447-a15a-4936-aaee-19904e3f9c26,Daisy David,Blairville,0,0.00,manhã,0
130daa16-ecdd-4a82-8dcb-2d1e09b1a8c5,Kevin Murillo,East Kevin,0,0.00,manhã,0
296384b0-9b04-482c-b30d-c0dbd020c412,Stephanie Ford,West Linda,0,0.00,manhã,0
3175f88e-63fb-48b6-965f-334aae908c9c,Mr. Joseph Gross,Lake William,0,0.00,manhã,0
f0b56b80-b3e8-488f-a566-c2817f41d451,Daniel Spears,East Kimberlyville,0,0.00,manhã,0
40b1a0c0-d886-4cb8-b7db-77123a6de79e,Katie Rogers,Johnstonport,0,0.00,manhã,0
6ce0121e-ad99-4e97-87b4-08c9933c57ac,Jennifer Reynolds,Port Thomas,0,0.00,manhã,0
fd76a265-5c4c-412c-95c3-b04b1e037d2b,Benjamin Jones,North Dennis,0,0.00,manhã,0
26d382ce-cdd7-4a83-ad17-0f3c359e3344,Brittany Warren,Port Randy,0,0.00,manhã,0
72456e5b-a55b-4f0e-a67f-e73a60ee7085,David Woodward,West Angela,0,0.00,manhã,0
ecca2a10-1577-44fa-a85f-6b2287317424,Martin Rice,South Jennifer,0,0.00,manhã,0
2c4778af-bf39-4bb1-8ff6-12bbb5721630,Jesus Jimenez,Francoborough,0,0.00,manhã,0
c94954a4-52b4-4904-b18c-5f06b76b7440,John Ford,Mirandamouth,0,0.00,manhã,0
9ec600d2-7f0f-4d5f-a553-8c3f2d6d1318,Dr. Christopher Hart,Nelsonberg,0,0.00,manhã,0
128ce3ea-b990-4196-9cfc-a20f29fda709,Denise Ramirez,Shellyhaven,0,0.00,manhã,0
739eacbe-69d3-4a5c-97e3-fbeb917a192b,David Reyes,South Laurie,0,0.00,manhã,0
22060405-5ba4-454e-8650-87e6f26b8da9,Christine James,Sweeneytown,0,0.00,manhã,0
23c9f7f2-bcaa-44a9-bf07-4a65d20601f8,Andrew Choi,Haleberg,0,0.00,manhã,0
7e88ea00-cad0-4205-95d8-309672066f08,Jordan Howell,Caseyside,0,0.00,manhã,0
9818fb9a-1a96-45d6-91cf-5689e01cac9f,Stephen Wallace,Leeport,0,0.00,manhã,0
18ae75d7-1a8c-48d6-8136-67ecb287e096,Angela Mendez,Hernandezton,0,0.00,manhã,0
c8de4069-99e7-4bb9-b77e-95f05817fb4a,Lauren Williams,South Erin,0,0.00,manhã,0
7c97b292-96dd-4e2a-aeaf-7a6ee8722cad,Sara Montes,Cohenton,0,0.00,manhã,0
2b771152-e18b-44af-bb9b-cc9d7f66712f,Mary Young,Thomashaven,0,0.00,manhã,0
c319f840-e7b6-4b7d-ac7d-e44c99a8415c,Katherine Moreno,Janicehaven,0,0.00,manhã,0
63970a62-7407-49e6-aaad-d0599d1f109c,Elizabeth Cabrera,Evansshire,0,0.00,manhã,0
8876c027-d1ac-454d-8822-f2d36e642187,Amy Walton,Port Samanthaville,0,0.00,manhã,0
4fc05417-cf1b-497c-b18b-2c231bb2d77f,David Smith,Reyesville,0,0.00,manhã,0
d474fa0e-36ad-440a-b1cf-7cd3575eaae0,Briana Stephens,Ashleebury,0,0.00,manhã,0
d538fab2-e351-4d83-8195-26efd3ebf656,Mary Arellano,Loweryfurt,0,0.00,manhã,0
53942ddc-db37-473c-8af7-5d6db96d2e13,Kim Walker,Tamarahaven,0,0.00,manhã,0
8bdbbca0-6c3b-40e5-b87d-beb4df7c7d5e,Sherri Smith,East Sean,0,0.00,manhã,0
af197f57-af6c-4c9d-8433-0a6b29d04aca,Kyle Johnson,North Julie,0,0.00,manhã,0
e7e3ac37-affd-48d3-a6b9-65019c3c7dbb,Cassidy Walters,Jessicamouth,0,0.00,manhã,0
8c5a2589-87fc-4fc1-bb81-cee8d3d8b2de,Lauren Glover,Manuelview,0,0.00,manhã,0
b4cfa9ea-0ca7-4855-b848-c6bf52de8b6b,Donald Cunningham Jr.,East Saraside,0,0.00,manhã,0
1d0042da-0a95-4e27-8e55-ec1fba450710,Lynn Wang,Burnstown,0,0.00,manhã,0
d0394edd-2cd0-451b-9957-13af86a7b18a,Alexander Schmidt,South Roberta,0,0.00,manhã,0
bde5cedf-62ca-4498-be0f-cc6c7c05450d,Mary Ingram,Port James,0,0.00,manhã,0
4b41eca1-7285-495c-a867-e7c82dc0da68,Austin Wheeler,Johnsonmouth,0,0.00,manhã,0
da632887-33d9-4c94-abb2-20b4c57c5728,Janice Rodriguez,Karenborough,0,0.00,manhã,0
b337eed8-7fd8-41d3-9983-8d34067c3c4e,Karen Fernandez,East Martin,0,0.00,manhã,0
32620ffa-91c2-4463-9acc-835a5b3a72ba,Scott Barrett,Huffbury,0,0.00,manhã,0
631e4711-15a8-452e-b8a1-92ca48cc3e90,Allison Rivera,West Debraside,0,0.00,manhã,0
c1b7a281-25c2-487c-9eba-ea8d0800ac3d,Brooke Ryan,West Joel,0,0.00,manhã,0
c49cf551-f527-443b-b994-289a90e6bf49,Annette Krause,Port Matthewview,0,0.00,manhã,0
b97e729a-0550-4953-ac66-6e6769a3c09d,James Jennings,East Robertfort,0,0.00,manhã,0
da6588af-28a8-457a-98ac-7ad0b9892723,Jeffrey Barnes MD,East Richard,0,0.00,manhã,0
532bb0ef-ddd7-40c8-a290-82766ea72e56,Amy Roberts,Port Justin,0,0.00,manhã,0
ddf34c68-ee1f-47a1-a703-090b131529b4,Susan Hester,Michellefurt,0,0.00,manhã,0
32a7ab39-7a87-4d41-84a7-4600ac5a46f1,Brandy Jenkins,Youngview,0,0.00,manhã,0
632c6f0e-5294-4435-8991-a6b7b3664730,Audrey Cook,West Bryan,0,0.00,manhã,0
162fd105-a09c-43d0-98a5-d78f9a144dd2,Jason Watts,Port Davidmouth,0,0.00,manhã,0
ba3d1ff7-3fe0-48ff-8079-3b432aaaee24,Kaitlyn Lawson,Donnaside,0,0.00,manhã,0
b25b0262-e9c6-4e90-bae5-395c3c3c7e8b,Roberto Gonzales,Laneberg,0,0.00,manhã,0
8d97ca7b-c195-46a2-a602-230dc8c064f2,Joseph Bowers,Lake Christian,0,0.00,manhã,0
61fb0d1f-07a5-4c20-a26b-646d0f6b96ec,Allison Pace,Sanchezville,0,0.00,manhã,0
10e22255-c801-4b59-90b5-f3a7d384c869,Natasha Jackson,North Shanemouth,0,0.00,manhã,0
72149830-8540-4f89-a49d-faa2e3a6b92d,Mark Williams,Jenniferton,0,0.00,manhã,0
e30e194c-b8f5-4982-a78a-817fbff1a3e3,Andrea Ward,New Sharon,0,0.00,manhã,0
09d898c7-f237-4b55-8bf2-380f26e1e2c5,Peter Hayes,West Heatherport,0,0.00,manhã,0
000d291e-61f9-4c72-a72e-84378568ac74,Kristin Herrera,North Kimberlymouth,0,0.00,manhã,0
72150d23-9c38-47fe-a4cd-8310b3cbb926,Christine Mcdaniel,East Joyceview,0,0.00,manhã,0
533cfdf4-f9d6-41a4-972d-45a722bc3094,Christopher Russo,Michaelton,0,0.00,manhã,0
1df33383-9032-4e40-8608-9ab561b32d2e,Brianna Woodard,West Pamelaport,0,0.00,manhã,0
db612bad-bdd7-4d91-802c-f600d211a0cd,Jennifer Howell,Williamsland,0,0.00,manhã,0
ae7c619c-c861-4afc-8f88-e2f055c96790,Kevin Valdez,South Josechester,0,0.00,manhã,0
1a2ef26d-9529-4a2a-bb4a-b0fbf6b86d21,Jay Brown,Maynardstad,0,0.00,manhã,0
87c2d3e1-50d9-4ea7-b873-5fa1af5efac0,Gregory Jones,Gibsonville,0,0.00,manhã,0
97c7a449-8ef2-4815-b0dd-9c3d90e4f54f,Tara Gentry,Jonesmouth,0,0.00,manhã,0
170f7964-96b0-4649-935d-a5dbfc89e237,Mr. Adam Ford MD,Robertchester,0,0.00,manhã,0
6a6425a1-796d-4fba-ac9c-0cf6b388a90d,Miss Katherine Rangel,Fieldsborough,0,0.00,manhã,0
2fe378ed-30a7-41be-ac41-536f68eb00ab,Jacob Kelley,Mendozaville,0,0.00,manhã,0
0b236e39-90ec-4243-be59-0ae471957fdf,Shannon Wagner,Stewartfurt,0,0.00,manhã,0
22180faa-0792-4fa8-934d-17b543f8115e,Amy Mclaughlin,East Sandratown,0,0.00,manhã,0
ee85bc57-7d31-4ab5-adfb-56b2e299b32f,Mary Thomas,New Philipburgh,0,0.00,manhã,0
a11d9801-93ff-4ac6-8da2-ba0af8234c7d,Charles Holland,New Marissa,0,0.00,manhã,0
eec97ed8-74c8-4a37-97c8-18665c899c86,Tony Coleman,New Alison,0,0.00,manhã,0
a22929a5-cfc5-44ca-8132-237eb8d4f5c2,Randy Mccarthy,Leburgh,0,0.00,manhã,0
ddb93e3a-0ea7-448b-952b-1ff5a9f53f79,James Gregory,Lake Danielle,0,0.00,manhã,0
357c5da5-4665-4ac0-84ac-b6374ea40c44,Linda Martinez,North Ashleyhaven,0,0.00,manhã,0
9d89d6f1-b6a1-415d-84d2-d4a74079a4ca,Lisa Harper,Andrewburgh,0,0.00,manhã,0
69cd1ef0-f7f9-4d1c-9226-33311bce3025,Suzanne Moreno,South Rita,0,0.00,manhã,0
8b66b1f0-5f42-470d-b018-1d70cd985bf1,Sarah Johnson,New Sabrina,0,0.00,manhã,0
2612ca0f-a728-443f-a689-950c62c71d8c,Luis Lewis,Joshuaborough,0,0.00,manhã,0
53212a97-f89c-4fe6-a5e1-8c6761ef0f34,Judith Luna,Lake Renee,0,0.00,manhã,0
8ae79b85-4ac2-4072-bc5a-3b551dd7e0d7,Lindsey Sutton,Paulaton,0,0.00,manhã,0
9252ab6b-2b42-4185-a453-442ac5b64ed3,Virginia Rivera,Rollinschester,0,0.00,manhã,0
0dd8e0f8-7958-4ab9-8787-c1f48b9f0b2a,Cory Garcia,Matthewmouth,0,0.00,manhã,0
fd50fc14-c3b2-48d7-8c00-5c7c4ba98964,Mark Wells,Lake Johnchester,0,0.00,manhã,0
ae293082-6647-4f92-be84-ee8cbed8422b,Morgan Martinez,New Rachelberg,0,0.00,manhã,0
76d96cd6-b531-4525-ad18-de7e08358de9,Hayley Mcguire,West Morgan,0,0.00,manhã,0
af53ddbd-6920-46f4-8617-39174ada8e64,Kevin Rodriguez,New Christopherside,0,0.00,manhã,0
5584e463-6ff8-4b75-b15f-23d26dd0a091,Mr. James Neal,South Mauricemouth,0,0.00,manhã,0
d1d0e85d-0dba-4f6a-a304-ed3c8fa136e1,Lori Johnson,South Susan,0,0.00,manhã,0
c67d2c43-2591-4b00-8f37-a39c5b01a2e0,Rachel Wilson,Russellchester,0,0.00,manhã,0
44bad710-ef5b-4d00-b56d-e56cf2e4fccc,April Douglas,Erikborough,0,0.00,manhã,0
a34a9896-ab58-4648-94a2-6faa9ba3dbee,Justin Lloyd,New Tamara,0,0.00,manhã,0
c4cef31a-d102-4840-89fe-089e12c7f6ea,Paige Palmer,Masonport,0,0.00,manhã,0
00fd7aa9-388d-499c-af77-7297bcc1f05d,William House,New Thomasmouth,0,0.00,manhã,0
ce3f30bd-0666-4678-b2a2-a13366f76c13,Adrian Walker,New Alexander,0,0.00,manhã,0
4bcfa74a-f0b3-400d-8cdf-cb6403730168,Robert Harris,New Victoria,0,0.00,manhã,0
8697786d-62a1-4851-9870-a0a5b8a8c1ef,Tammy King,Brooksshire,0,0.00,manhã,0
